frame_number static_density dynamic_density
1 0.0700997 0.102998
4 0.0688719 0.113634
7 0.0775019 0.114189
10 0.0860466 0.112766
13 0.0905152 0.130123
16 0.0944049 0.121988
19 0.0970911 0.108593
22 0.0997892 0.200053
25 0.102824 0.107799
28 0.107649 0.152228
31 0.110684 0.119504
34 0.112333 0.0834293
37 0.113642 0.0850336
40 0.11493 0.101848
43 0.116303 0.0884774
46 0.117381 0.149968
49 0.118208 0.118155
52 0.120926 0.0827931
55 0.12766 0.0991653
58 0.132603 0.123884
61 0.135078 0.132554
64 0.130646 0.0819586
67 0.126692 0.0776151
70 0.121364 0.116818
73 0.123386 0.0560814
76 0.125885 0.0705818
79 0.129685 0.100588
82 0.136869 0.0921197
85 0.148805 0.114938
88 0.160611 0.112657
91 0.173544 0.105457
94 0.179511 0.118289
97 0.185532 0.220703
100 0.185718 0.139916
103 0.184381 0.151981
106 0.179102 0.133656
109 0.180439 0.132688
112 0.186646 0.13039
115 0.192586 0.134304
118 0.196759 0.132526
121 0.197354 0.158281
124 0.198335 0.144048
127 0.199575 0.135791
130 0.202759 0.124099
133 0.20583 0.135034
136 0.210554 0.14037
139 0.214772 0.170355
142 0.216384 0.156033
145 0.218276 0.182842
148 0.216632 0.147063
151 0.215347 0.135897
154 0.212762 0.133097
157 0.208865 0.146779
160 0.206316 0.154181
163 0.204331 0.15314
166 0.202224 0.167446
169 0.201155 0.144162
172 0.199319 0.17802
175 0.198367 0.157345
178 0.197488 0.14342
181 0.197982 0.134499
184 0.197561 0.113658
187 0.196147 0.115582
190 0.196439 0.1327
193 0.195782 0.13447
196 0.196345 0.155648
199 0.196167 0.112102
202 0.196094 0.101191
205 0.196803 0.105652
208 0.196467 0.0822017
211 0.196637 0.122271
214 0.196297 0.114999
217 0.195705 0.087027
220 0.197824 0.208342
223 0.197306 0.137335
226 0.197022 0.108443
229 0.196799 0.118702
232 0.197156 0.10767
235 0.198242 0.132992
238 0.197289 0.114257
241 0.195713 0.0950165
244 0.196957 0.0735881
247 0.195187 0.129102
250 0.194834 0.104676
253 0.194194 0.140677
256 0.194312 0.129204
259 0.194502 0.118856
262 0.194328 0.136666
265 0.194595 0.100073
268 0.194336 0.101434
271 0.192991 0.167867
274 0.192768 0.140272
277 0.196731 0.0797586
280 0.201426 0.0927882
283 0.207244 0.145953
286 0.213273 0.0848513
289 0.212548 0.0832185
292 0.210299 0.0967669
295 0.207657 0.167831
298 0.203095 0.112572
301 0.199955 0.112045
304 0.197921 0.106454
307 0.197261 0.105559
310 0.197508 0.0960984
313 0.196512 0.0820476
316 0.197059 0.0975001
319 0.195146 0.0903168
322 0.195543 0.165562
325 0.195973 0.116867
328 0.196188 0.109181
331 0.196216 0.114942
334 0.196321 0.0940604
337 0.196115 0.0979742
340 0.196803 0.111312
343 0.199258 0.058022
346 0.201564 0.11946
349 0.202492 0.108026
352 0.201272 0.0648732
355 0.200932 0.115112
358 0.200981 0.11335
361 0.200912 0.0836278
364 0.20064 0.0821571
367 0.199935 0.0822664
370 0.198197 0.179244
373 0.19767 0.155717
376 0.197107 0.10831
379 0.196479 0.130921
382 0.197492 0.0591605
385 0.201037 0.102889
388 0.203427 0.101337
391 0.2072 0.107767
394 0.208942 0.10331
397 0.212268 0.157637
400 0.21303 0.143696
403 0.214934 0.113022
406 0.221554 0.0944981
409 0.231553 0.089235
412 0.241832 0.099834
415 0.254023 0.113423
418 0.264902 0.127935
421 0.271668 0.212333
424 0.284021 0.171818
427 0.296775 0.160275
430 0.306608 0.172543
433 0.316769 0.201033
436 0.327145 0.164193
439 0.331784 0.199903
442 0.334053 0.214148
445 0.338409 0.269383
448 0.344855 0.242849
451 0.351612 0.256029
454 0.356527 0.26559
457 0.361652 0.257641
460 0.364302 0.275322
463 0.367337 0.279414
466 0.367434 0.273284
469 0.367016 0.274734
472 0.37042 0.318447
475 0.370152 0.283936
478 0.368499 0.270501
481 0.369168 0.271307
484 0.369788 0.282842
487 0.371007 0.249319
