frame_number static_density dynamic_density
1 0.109067 0.125451
4 0.0467956 0.0751058
7 0.0238521 0.0448647
10 0.0339893 0.0490104
13 0.0414856 0.0660193
16 0.0459437 0.0748786
19 0.0478746 0.0901269
22 0.0493796 0.144532
25 0.0500327 0.112786
28 0.0500894 0.0990715
31 0.0498623 0.0578414
34 0.0496919 0.0593179
37 0.0497203 0.0840787
40 0.0498339 0.0982196
43 0.0491808 0.108044
46 0.049408 0.131811
49 0.0486697 0.106937
52 0.0486697 0.093222
55 0.0488117 0.126899
58 0.0490388 0.0668143
61 0.0487833 0.147145
64 0.0488684 0.074765
67 0.0490956 0.0422239
70 0.0513388 0.143908
73 0.0576426 0.0309226
76 0.0659625 0.0396967
79 0.0739984 0.116961
82 0.0822898 0.0742539
85 0.0963171 0.0858392
88 0.100122 0.111679
91 0.095522 0.123719
94 0.0900701 0.125706
97 0.0917739 0.239799
100 0.0886788 0.130874
103 0.0916603 0.149842
106 0.0900417 0.138371
109 0.0898714 0.145555
112 0.0878553 0.123662
115 0.0882528 0.122299
118 0.0873442 0.130931
121 0.0892467 0.190334
124 0.0916603 0.124996
127 0.0912343 0.144419
130 0.0955788 0.120936
133 0.104722 0.100775
136 0.110742 0.127353
139 0.119743 0.134594
142 0.11821 0.141011
145 0.119516 0.211801
148 0.117614 0.17307
151 0.11077 0.156828
154 0.110856 0.214413
157 0.105006 0.138768
160 0.102507 0.133345
163 0.098532 0.105517
166 0.0964875 0.0740835
169 0.0932788 0.0969418
172 0.0917171 0.123122
175 0.0917171 0.081154
178 0.0889343 0.0817787
181 0.0879405 0.129682
184 0.0867479 0.109209
187 0.08618 0.0984184
190 0.0865207 0.0379362
193 0.0864639 0.0525882
196 0.087117 0.113496
199 0.0852429 0.0967998
202 0.0836812 0.0284238
205 0.0834256 0.0497487
208 0.0836244 0.119289
211 0.0833404 0.0956356
214 0.0819207 0.124542
217 0.0822046 0.119828
220 0.0845614 0.189284
223 0.082091 0.190533
226 0.0822046 0.147741
229 0.0817503 0.120453
232 0.0822614 0.112219
235 0.0828861 0.179203
238 0.0815799 0.0816935
241 0.0828009 0.0306386
244 0.0828861 0.0596019
247 0.0867195 0.0619303
250 0.083738 0.0337621
253 0.0829145 0.189795
256 0.0828293 0.0839367
259 0.0835392 0.0442116
262 0.0852429 0.113099
265 0.0849874 0.088764
268 0.0846466 0.043019
271 0.0856405 0.169577
274 0.0849306 0.0824886
277 0.0816651 0.0211546
280 0.0814095 0.0510833
283 0.0816935 0.0719255
286 0.082517 0.0922282
289 0.0827157 0.0742823
292 0.0825454 0.0822898
295 0.0842207 0.139506
298 0.0838515 0.152228
301 0.083312 0.150581
304 0.082375 0.205952
307 0.0818923 0.102138
310 0.0819207 0.0974245
313 0.0832269 0.0500894
316 0.0830849 0.0888491
319 0.0819775 0.0775478
322 0.0838515 0.175029
325 0.0829713 0.147372
328 0.082375 0.0922566
331 0.0822614 0.138285
334 0.0824602 0.128915
337 0.083312 0.118295
340 0.0833972 0.105489
343 0.083312 0.0536673
346 0.0850725 0.167902
349 0.0860664 0.143255
352 0.0852713 0.0429338
355 0.0854133 0.146463
358 0.0834256 0.157736
361 0.0844479 0.162961
364 0.0835676 0.0629242
367 0.0828861 0.0395548
370 0.0848738 0.151575
373 0.0831985 0.24562
376 0.0826305 0.139535
379 0.0827441 0.181958
382 0.083738 0.07857
385 0.083454 0.0847318
388 0.083454 0.102025
391 0.0827157 0.0675242
394 0.081296 0.0779453
397 0.0847034 0.154499
400 0.0845614 0.159582
403 0.0844762 0.110941
406 0.083596 0.100832
409 0.0828861 0.0886504
412 0.0839083 0.0870318
415 0.0824318 0.0761564
418 0.0810972 0.0949541
421 0.0829145 0.185535
424 0.0840219 0.16157
427 0.085896 0.0480734
430 0.0859244 0.0655933
433 0.0849022 0.12122
436 0.0830281 0.0584093
439 0.0831417 0.126331
442 0.0841355 0.111026
445 0.0894738 0.178919
448 0.0874578 0.164807
451 0.0851577 0.194963
454 0.0839367 0.145384
457 0.0852997 0.0531278
460 0.0890763 0.0546895
463 0.0926541 0.0535537
466 0.0954085 0.0501178
469 0.0983616 0.0927109
472 0.103104 0.208678
475 0.106994 0.0982196
478 0.107675 0.1474
481 0.110827 0.146123
484 0.112758 0.185024
487 0.114462 0.112701
490 0.117245 0.0950393
493 0.123037 0.141523
496 0.121873 0.171508
499 0.126246 0.209813
502 0.127154 0.153307
505 0.127268 0.105943
508 0.126274 0.180225
511 0.126501 0.081296
514 0.126899 0.150609
517 0.127382 0.186927
520 0.130022 0.271857
523 0.131187 0.186387
526 0.133316 0.107789
529 0.1336 0.165801
532 0.135389 0.151745
535 0.134935 0.198938
538 0.134111 0.118835
541 0.13431 0.120141
544 0.134651 0.211489
547 0.138087 0.176932
550 0.138797 0.126729
553 0.137377 0.233041
556 0.136525 0.103955
559 0.136326 0.185592
562 0.138513 0.251952
565 0.136525 0.229662
568 0.136184 0.101485
571 0.131556 0.175995
574 0.130704 0.158815
577 0.126927 0.116364
580 0.125422 0.135418
583 0.12335 0.129284
586 0.118522 0.104154
589 0.1152 0.0825454
592 0.114263 0.124968
595 0.110714 0.105943
598 0.11378 0.148707
601 0.112843 0.0626118
604 0.10989 0.0447227
607 0.109606 0.0364029
610 0.108754 0.0277991
613 0.107107 0.045603
616 0.108669 0.0435585
619 0.108925 0.0178039
622 0.112219 0.136127
625 0.112275 0.0824318
628 0.11202 0.0303831
631 0.112957 0.101031
634 0.112588 0.0450919
637 0.111054 0.0647131
640 0.112105 0.0477042
643 0.110657 0.097169
646 0.115569 0.162081
649 0.115484 0.0649118
652 0.115484 0.122214
655 0.115399 0.12423
658 0.115796 0.0810972
661 0.115086 0.0650254
664 0.115768 0.0504586
667 0.115143 0.0406054
670 0.114263 0.118437
673 0.11449 0.149161
676 0.113667 0.10776
679 0.113695 0.112105
682 0.113894 0.0713008
685 0.114888 0.0423943
688 0.113695 0.0272312
691 0.114547 0.0329954
694 0.114433 0.0249027
697 0.11361 0.160093
700 0.113383 0.101939
703 0.115569 0.116478
706 0.116506 0.0935344
709 0.116393 0.0995258
712 0.117699 0.093648
715 0.117954 0.12068
718 0.117841 0.0695687
721 0.127495 0.163131
724 0.128404 0.0390152
727 0.129455 0.075191
730 0.129369 0.0621007
733 0.132152 0.0335917
736 0.134481 0.0462845
739 0.144873 0.0497771
742 0.147684 0.0772354
745 0.156459 0.133742
748 0.170912 0.0956924
751 0.161314 0.0821478
754 0.165289 0.0613908
757 0.165602 0.0411733
760 0.164296 0.0568759
763 0.172474 0.0980492
766 0.167675 0.0833972
769 0.170628 0.052645
772 0.186927 0.138569
775 0.1867 0.169094
778 0.184797 0.149871
781 0.178919 0.0728625
784 0.176988 0.134935
787 0.175427 0.128148
790 0.175824 0.119403
793 0.174348 0.104836
796 0.153079 0.177102
799 0.153165 0.0785984
802 0.151773 0.0356078
805 0.150637 0.0991567
808 0.151858 0.117585
811 0.152171 0.0710736
814 0.167845 0.0901837
817 0.187381 0.121078
820 0.262089 0.147486
823 0.35568 0.131215
826 0.500951 0.0355226
829 0.573359 0.0987875
832 0.599228 0.0978505
835 0.620979 0.102564
838 0.620411 0.0642871
841 0.622398 0.0682057
844 0.623903 0.0971406
847 0.67033 0.113383
850 0.671409 0.107789
853 0.671153 0.142232
856 0.667689 0.0814663
859 0.669478 0.0826022
862 0.671863 0.101201
865 0.667263 0.0710736
868 0.66306 0.0945282
871 0.688588 0.133742
874 0.692847 0.0695971
877 0.691569 0.105432
880 0.716643 0.0559957
883 0.713888 0.095948
886 0.712866 0.06866
889 0.713888 0.0460573
892 0.699776 0.0550586
895 0.714399 0.11821
898 0.675895 0.111679
901 0.674589 0.049124
904 0.674561 0.0464548
907 0.64131 0.118096
910 0.640316 0.104097
913 0.651333 0.0557969
916 0.661868 0.0617599
919 0.660448 0.0708749
922 0.662294 0.141494
925 0.660902 0.0684045
928 0.659852 0.0532697
931 0.683079 0.0741403
934 0.683278 0.130619
937 0.680012 0.0680921
940 0.674759 0.0348695
943 0.672232 0.0787404
