frame_number static_density dynamic_density
1 0.145526 0.201607
4 0.139279 0.207315
7 0.142886 0.0769799
10 0.141097 0.218162
13 0.141778 0.208791
16 0.141892 0.211943
19 0.142431 0.122384
22 0.14192 0.363432
25 0.141608 0.199421
28 0.142062 0.272738
31 0.188829 0.0720107
34 0.237158 0.0980208
37 0.279013 0.0574722
40 0.313428 0.110742
43 0.310617 0.118437
46 0.306784 0.128972
49 0.303774 0.0799898
52 0.299656 0.0976233
55 0.29676 0.127183
58 0.297555 0.135389
61 0.292842 0.120169
64 0.293495 0.170032
67 0.295567 0.153221
70 0.28915 0.262629
73 0.294034 0.0362041
76 0.301445 0.0230854
79 0.306187 0.127098
82 0.316239 0.0581821
85 0.326234 0.0659909
88 0.33498 0.0837096
91 0.343215 0.0874578
94 0.346594 0.0821194
97 0.349292 0.347531
100 0.351734 0.184967
103 0.352585 0.318199
106 0.350626 0.144703
109 0.349717 0.152568
112 0.349632 0.148053
115 0.349973 0.130647
118 0.348894 0.141324
121 0.344805 0.0656501
124 0.346537 0.0652526
127 0.35145 0.0509413
130 0.360224 0.0617883
133 0.371468 0.0954085
136 0.386518 0.109578
139 0.396967 0.168669
142 0.403924 0.156033
145 0.409035 0.203623
148 0.415424 0.149189
151 0.422864 0.133373
154 0.423006 0.154414
157 0.424624 0.142289
160 0.424113 0.153562
163 0.42312 0.146265
166 0.423034 0.1821
169 0.426953 0.144561
172 0.42204 0.228583
175 0.426385 0.147031
178 0.431553 0.202828
181 0.440214 0.18829
184 0.445864 0.075986
187 0.451628 0.115115
190 0.456285 0.143879
193 0.461311 0.101542
196 0.466025 0.0574438
199 0.467076 0.121816
202 0.47213 0.0718687
205 0.476446 0.0699662
208 0.474629 0.0609649
211 0.474345 0.100122
214 0.472158 0.102394
217 0.46682 0.0795922
220 0.461766 0.192577
223 0.457393 0.102536
226 0.455575 0.105801
229 0.454468 0.0960332
232 0.454468 0.0996394
235 0.458557 0.112304
238 0.455206 0.0756737
241 0.445126 0.0850158
244 0.441633 0.0596019
247 0.435159 0.103217
250 0.436948 0.0553426
253 0.436551 0.160831
256 0.437317 0.129114
259 0.4378 0.190931
262 0.437317 0.0799046
265 0.437488 0.0371128
268 0.438538 0.0949541
271 0.437232 0.132493
274 0.436806 0.077349
277 0.43692 0.0312633
280 0.436749 0.0936196
283 0.435642 0.205327
286 0.441065 0.0648266
289 0.438368 0.0807281
292 0.438283 0.266945
295 0.43692 0.257944
298 0.436579 0.175341
301 0.435926 0.201124
304 0.435102 0.16705
307 0.437914 0.179686
310 0.440753 0.194679
313 0.432007 0.210239
316 0.435699 0.187466
319 0.433399 0.149076
322 0.435017 0.247806
325 0.440043 0.204191
328 0.442996 0.174603
331 0.444189 0.178635
334 0.445552 0.115342
337 0.443309 0.0525598
340 0.447369 0.0718403
343 0.452338 0.069881
346 0.455008 0.147287
349 0.453077 0.0741687
352 0.443649 0.0640032
355 0.439901 0.0710736
358 0.442315 0.0550018
361 0.442684 0.0576994
364 0.442599 0.133487
367 0.442343 0.0956072
370 0.439163 0.353011
373 0.441065 0.272397
376 0.440327 0.104495
379 0.440895 0.179885
382 0.44081 0.112077
385 0.440952 0.0693415
388 0.440185 0.113042
391 0.439532 0.164182
394 0.43956 0.192549
397 0.43621 0.218474
400 0.436607 0.351961
403 0.436891 0.138172
406 0.438141 0.0204731
409 0.441491 0.0220348
412 0.444785 0.0471931
415 0.450067 0.0475055
418 0.450606 0.0495783
421 0.453758 0.189056
424 0.457592 0.10052
427 0.474203 0.0948974
430 0.493597 0.0653946
433 0.50788 0.129653
436 0.516909 0.139563
439 0.524434 0.166652
442 0.520942 0.230968
445 0.526024 0.296647
448 0.551041 0.228185
451 0.574438 0.287219
454 0.588636 0.30349
457 0.603913 0.298918
460 0.613851 0.359088
463 0.627311 0.360565
466 0.63441 0.363546
469 0.64006 0.335179
472 0.647812 0.373172
475 0.646392 0.368316
478 0.646478 0.367124
481 0.647613 0.337337
484 0.650141 0.294403
487 0.6498 0.208337
490 0.648636 0.314763
493 0.644632 0.316353
496 0.642332 0.314649
499 0.641508 0.420876
502 0.638981 0.32896
505 0.639152 0.233722
508 0.636937 0.283471
511 0.63688 0.231621
514 0.637391 0.255388
517 0.638243 0.139052
520 0.649885 0.379675
523 0.653633 0.251327
526 0.656302 0.152881
529 0.656671 0.139024
532 0.658091 0.119005
535 0.658517 0.306869
538 0.658432 0.209785
541 0.658176 0.0552006
544 0.658489 0.040293
547 0.659852 0.266207
550 0.654542 0.0569043
553 0.653718 0.106596
556 0.6544 0.085754
559 0.656217 0.21606
562 0.656274 0.140472
565 0.657438 0.303632
568 0.654655 0.334895
571 0.654599 0.433967
574 0.650822 0.293211
577 0.649005 0.485163
580 0.648749 0.353579
583 0.646932 0.128659
586 0.6475 0.178721
589 0.651021 0.128915
592 0.649743 0.0719539
595 0.659511 0.334043
598 0.657864 0.100292
601 0.656728 0.0573019
604 0.65653 0.140869
607 0.662209 0.236335
610 0.671835 0.00999517
613 0.677031 0.054008
616 0.681631 0.0656217
619 0.686061 0.0438993
622 0.697447 0.226624
625 0.702786 0.0843911
628 0.706875 0.119687
631 0.709317 0.113241
634 0.708152 0.200244
637 0.708323 0.0694551
640 0.709771 0.0771218
643 0.709686 0.117812
646 0.699804 0.140273
649 0.698526 0.130079
652 0.700741 0.0569611
655 0.703609 0.222222
658 0.705483 0.0963739
661 0.707442 0.114433
664 0.708919 0.123491
667 0.706647 0.0898146
670 0.700713 0.154982
673 0.699037 0.109265
676 0.698555 0.110089
679 0.697674 0.0688304
682 0.695062 0.0514808
685 0.698015 0.116449
688 0.697107 0.140415
691 0.695999 0.231536
694 0.6958 0.175881
697 0.706846 0.352301
700 0.70872 0.219269
703 0.705171 0.351109
706 0.703836 0.130505
709 0.705852 0.302553
712 0.709828 0.176676
715 0.710765 0.00891615
718 0.710793 0.0265781
721 0.692734 0.276656
724 0.69245 0.163699
727 0.69279 0.144277
730 0.692847 0.0377942
733 0.692932 0.0353522
736 0.693955 0.0643723
739 0.694494 0.0636056
742 0.694324 0.0350967
745 0.698498 0.309112
748 0.69864 0.0529858
751 0.700372 0.239913
754 0.701962 0.215322
757 0.702502 0.144532
760 0.703609 0.197149
763 0.703637 0.233041
766 0.706704 0.0983616
769 0.707215 0.25039
772 0.709629 0.393702
775 0.708323 0.272567
778 0.708919 0.292842
781 0.709146 0.0850725
784 0.708181 0.121163
787 0.706363 0.195076
790 0.704149 0.192435
793 0.704944 0.111651
796 0.707272 0.321322
799 0.70625 0.206463
802 0.704716 0.0290201
805 0.702842 0.0545759
808 0.702871 0.0793083
811 0.703637 0.0632649
814 0.712554 0.101542
817 0.72147 0.114178
820 0.737542 0.253911
823 0.736604 0.0541216
826 0.735412 0.131016
829 0.73226 0.112446
832 0.735525 0.0508845
835 0.737059 0.0260386
838 0.736576 0.114916
841 0.73774 0.0847602
844 0.738791 0.101201
847 0.737087 0.0438425
850 0.735355 0.0203027
853 0.735043 0.0444956
856 0.735469 0.107846
859 0.735071 0.0600278
862 0.733311 0.0659057
865 0.732629 0.158418
868 0.730869 0.0775478
871 0.734503 0.221427
874 0.735611 0.162677
877 0.736321 0.117159
880 0.731749 0.150836
883 0.730045 0.104751
886 0.730812 0.0542068
889 0.731891 0.0695403
892 0.730897 0.0497487
895 0.730528 0.0958344
898 0.73385 0.117046
901 0.73544 0.0511685
904 0.735838 0.0907516
907 0.742454 0.304313
910 0.740211 0.0601698
913 0.739103 0.059034
916 0.739728 0.0399807
919 0.737485 0.0306386
922 0.739188 0.0328535
925 0.739671 0.0276855
928 0.740637 0.0575858
931 0.735298 0.37232
934 0.73615 0.244853
937 0.738337 0.0614192
940 0.738251 0.0561093
943 0.738479 0.0850442
946 0.735753 0.0772354
949 0.735469 0.11963
952 0.735525 0.100917
955 0.740949 0.289917
958 0.73899 0.0705625
961 0.739842 0.101741
964 0.73916 0.123548
967 0.736974 0.104893
970 0.736321 0.0931084
973 0.736321 0.0526166
976 0.734361 0.0816367
979 0.730159 0.0757589
982 0.725275 0.223727
985 0.725701 0.102592
988 0.727887 0.107732
991 0.732288 0.119403
994 0.733651 0.167959
997 0.734645 0.0967147
1000 0.734674 0.0151347
1003 0.733509 0.0717267
1006 0.73155 0.286027
1009 0.731976 0.100804
1012 0.727319 0.126842
1015 0.723401 0.0953517
1018 0.72749 0.127864
1021 0.724991 0.1175
1024 0.722577 0.121163
1027 0.721867 0.118437
1030 0.732487 0.13803
1033 0.720675 0.13732
1036 0.724906 0.185308
1039 0.72536 0.147145
1042 0.72482 0.134651
1045 0.727802 0.108584
1048 0.726893 0.126984
1051 0.731039 0.128092
1054 0.731919 0.121021
1057 0.730216 0.105744
1060 0.733879 0.103189
1063 0.732828 0.235937
1066 0.732033 0.0831701
1069 0.731522 0.0929381
1072 0.730499 0.0716415
1075 0.73067 0.064202
1078 0.728853 0.0763268
1081 0.729733 0.0728057
1084 0.728796 0.0657921
1087 0.731295 0.170429
1090 0.731096 0.0523611
1093 0.73226 0.09078
1096 0.733083 0.0579266
1099 0.734162 0.0573019
1102 0.733964 0.0402362
1105 0.735242 0.0356362
1108 0.735895 0.0366016
1111 0.730471 0.144419
1114 0.728029 0.0623562
1117 0.729335 0.0383338
1120 0.729591 0.0358918
1123 0.731351 0.0148792
1126 0.731635 0.0271744
1129 0.732061 0.0691995
1132 0.733311 0.137036
1135 0.732913 0.137576
1138 0.737087 0.324304
1141 0.736945 0.375018
1144 0.737769 0.252776
1147 0.738195 0.249311
1150 0.738649 0.227277
1153 0.737882 0.0961751
1156 0.738251 0.243547
1159 0.737769 0.095664
1162 0.735469 0.378624
1165 0.735866 0.294403
1168 0.736604 0.180538
1171 0.73703 0.259562
1174 0.737684 0.0504018
1177 0.738109 0.259363
1180 0.737172 0.106397
1183 0.73669 0.117756
1186 0.733708 0.377687
1189 0.734418 0.361189
1192 0.734077 0.295823
1195 0.734702 0.224891
1198 0.734816 0.215805
1201 0.735355 0.101201
1204 0.735014 0.190022
1207 0.735298 0.0690008
1210 0.734958 0.110231
1213 0.739501 0.322941
1216 0.737542 0.16015
1219 0.736604 0.15998
1222 0.737485 0.254394
1225 0.737314 0.120198
1228 0.737825 0.179686
1231 0.737854 0.0361757
1234 0.738024 0.0181446
1237 0.73703 0.120737
1240 0.737456 0.0410881
1243 0.738109 0.0292472
1246 0.7374 0.04884
1249 0.737172 0.0339609
1252 0.737542 0.0252435
1255 0.736576 0.0194792
1258 0.736832 0.0353239
1261 0.734219 0.305137
1264 0.733396 0.118125
1267 0.734361 0.129852
1270 0.73544 0.275691
1273 0.734872 0.395576
1276 0.736491 0.194338
1279 0.736491 0.0510833
1282 0.738138 0.0261237
1285 0.737939 0.0205299
1288 0.738024 0.091064
1291 0.736292 0.0789675
1294 0.735327 0.0540932
1297 0.7374 0.0338757
1300 0.7374 0.104353
1303 0.736491 0.0170088
1306 0.736235 0.0219212
1309 0.737002 0.203226
1312 0.732516 0.245648
1315 0.733311 0.225374
1318 0.734759 0.273675
1321 0.733453 0.12122
1324 0.733935 0.195076
1327 0.735156 0.120936
1330 0.734248 0.11733
1333 0.735611 0.192833
1336 0.739046 0.364455
1339 0.737627 0.178323
1342 0.737172 0.10776
1345 0.738933 0.105858
1348 0.737229 0.0870602
1351 0.733964 0.0654797
1354 0.734958 0.0665588
1357 0.735866 0.0740267
1360 0.73669 0.054292
1363 0.732658 0.125082
1366 0.73774 0.0400659
1369 0.741943 0.0300423
1372 0.742766 0.020899
1375 0.742 0.0295312
1378 0.742028 0.0401795
1381 0.742255 0.115342
1384 0.742056 0.0242497
1387 0.748502 0.255019
1390 0.749723 0.177358
1393 0.749894 0.293012
1396 0.751455 0.311952
1399 0.749439 0.136979
1402 0.748673 0.130647
1405 0.749865 0.121987
1408 0.750092 0.111622
1411 0.75225 0.177528
1414 0.752875 0.173836
1417 0.755942 0.248034
1420 0.759406 0.205412
1423 0.763523 0.233751
1426 0.764262 0.00692847
1429 0.766164 0.0665872
1432 0.763353 0.0189113
1435 0.760457 0.37993
1438 0.76659 0.283187
1441 0.753869 0.0720675
1444 0.743192 0.370929
1447 0.740665 0.246415
1450 0.738053 0.629951
1453 0.73845 0.491382
1456 0.735895 0.553426
1459 0.733169 0.653974
1462 0.713576 0.574609
1465 0.709402 0.61493
1468 0.709373 0.594968
1471 0.722634 0.518045
1474 0.733623 0.514581
1477 0.754465 0.437062
1480 0.765113 0.0674106
1483 0.777465 0.572025
1486 0.791919 0.610898
1489 0.82074 0.553937
1492 0.83278 0.550217
1495 0.856376 0.514979
1498 0.884289 0.583497
1501 0.893091 0.628134
1504 0.893858 0.359485
1507 0.901979 0.592044
1510 0.912713 0.46222
1513 0.911548 0.527785
1516 0.87702 0.431922
1519 0.860011 0.510804
1522 0.816339 0.607235
1525 0.788142 0.578925
1528 0.796434 0.67104
1531 0.787688 0.716472
1534 0.775733 0.670358
1537 0.783343 0.676321
1540 0.79118 0.602834
1543 0.80694 0.4746
1546 0.835562 0.492745
1549 0.853565 0.597098
1552 0.884942 0.602323
1555 0.899083 0.576597
1558 0.906494 0.383338
1561 0.891132 0.58486
1564 0.891757 0.561377
1567 0.900843 0.636056
1570 0.89789 0.640089
1573 0.860266 0.585825
1576 0.839538 0.620382
1579 0.820342 0.55831
1582 0.78641 0.696368
1585 0.779453 0.650566
1588 0.75986 0.686543
1591 0.778942 0.587529
1594 0.779936 0.605134
1597 0.779056 0.651901
1600 0.768436 0.719794
1603 0.825709 0.681887
1606 0.840049 0.691371
1609 0.851805 0.641679
1612 0.86285 0.680268
1615 0.852372 0.682227
1618 0.85649 0.484851
1621 0.815856 0.505778
1624 0.780561 0.510066
1627 0.722435 0.577619
1630 0.664367 0.442144
1633 0.666383 0.434875
1636 0.698611 0.426243
1639 0.725303 0.435755
1642 0.753074 0.460005
1645 0.786921 0.49141
1648 0.800522 0.55848
1651 0.823807 0.457733
1654 0.814408 0.552886
1657 0.809609 0.445637
1660 0.833859 0.475992
1663 0.812818 0.22191
1666 0.774001 0.151319
1669 0.782037 0.551353
1672 0.808303 0.491581
1675 0.815033 0.498367
1678 0.820428 0.585967
1681 0.81171 0.623477
1684 0.776642 0.480052
1687 0.769004 0.374989
1690 0.758923 0.295056
1693 0.793651 0.529886
1696 0.787801 0.566147
1699 0.727887 0.529943
1702 0.696453 0.638981
1705 0.65511 0.673226
1708 0.64006 0.552886
1711 0.628588 0.488855
1714 0.680864 0.540705
1717 0.729761 0.478718
1720 0.756822 0.43479
1723 0.773178 0.45515
1726 0.789164 0.429622
1729 0.764375 0.34012
1732 0.651418 0.354176
1735 0.608002 0.388988
1738 0.519153 0.42806
1741 0.489394 0.536502
1744 0.525314 0.624358
1747 0.587955 0.62944
1750 0.558509 0.581481
1753 0.615101 0.704688
1756 0.582702 0.655763
1759 0.543289 0.575574
1762 0.497998 0.482381
1765 0.423971 0.478491
1768 0.42187 0.487833
1771 0.408382 0.379504
1774 0.479825 0.306982
1777 0.517108 0.55689
1780 0.551807 0.539427
1783 0.603175 0.566658
1786 0.620638 0.464435
1789 0.637277 0.303177
