frame_number static_density dynamic_density
1 0.0700997 0.0987319
4 0.0700997 0.0987319
7 0.0700997 0.0987319
10 0.0700997 0.0987319
13 0.0700997 0.0987319
16 0.0700997 0.0987319
19 0.0700997 0.0987319
22 0.0997893 0.134795
25 0.0997893 0.134795
28 0.0997893 0.134795
31 0.0997893 0.134795
34 0.0997893 0.134795
37 0.0997893 0.134795
40 0.0997893 0.134795
43 0.116303 0.108067
46 0.116303 0.108067
49 0.116303 0.108067
52 0.116303 0.108067
55 0.116303 0.108067
58 0.116303 0.108067
61 0.116303 0.108067
64 0.130646 0.0951989
67 0.130646 0.0951989
70 0.130646 0.0951989
73 0.130646 0.0951989
76 0.130646 0.0951989
79 0.130646 0.0951989
82 0.130646 0.0951989
85 0.148805 0.0529414
88 0.148805 0.0529414
91 0.148805 0.0529414
94 0.148805 0.0529414
97 0.148805 0.0529414
100 0.148805 0.0529414
103 0.148805 0.0529414
106 0.179102 0.113232
109 0.179102 0.113232
112 0.179102 0.113232
115 0.179102 0.113232
118 0.179102 0.113232
121 0.179102 0.113232
124 0.179102 0.113232
127 0.199575 0.182185
130 0.199575 0.182185
133 0.199575 0.182185
136 0.199575 0.182185
139 0.199575 0.182185
142 0.199575 0.182185
145 0.199575 0.182185
148 0.216632 0.183287
151 0.216632 0.183287
154 0.216632 0.183287
157 0.216632 0.183287
160 0.216632 0.183287
163 0.216632 0.183287
166 0.216632 0.183287
169 0.201155 0.172048
172 0.201155 0.172048
175 0.201155 0.172048
178 0.201155 0.172048
181 0.201155 0.172048
184 0.201155 0.172048
187 0.201155 0.172048
190 0.196439 0.125727
193 0.196439 0.125727
196 0.196439 0.125727
199 0.196439 0.125727
202 0.196439 0.125727
205 0.196439 0.125727
208 0.196439 0.125727
211 0.196637 0.0285714
214 0.196637 0.0285714
217 0.196637 0.0285714
220 0.196637 0.0285714
223 0.196637 0.0285714
226 0.196637 0.0285714
229 0.196637 0.0285714
232 0.197156 0.0581274
235 0.197156 0.0581274
238 0.197156 0.0581274
241 0.197156 0.0581274
244 0.197156 0.0581274
247 0.197156 0.0581274
250 0.197156 0.0581274
253 0.194194 0.0347986
256 0.194194 0.0347986
259 0.194194 0.0347986
262 0.194194 0.0347986
265 0.194194 0.0347986
268 0.194194 0.0347986
271 0.194194 0.0347986
274 0.192768 0.0195284
277 0.192768 0.0195284
280 0.192768 0.0195284
283 0.192768 0.0195284
286 0.192768 0.0195284
289 0.192768 0.0195284
292 0.192768 0.0195284
295 0.207657 0.0314602
298 0.207657 0.0314602
301 0.207657 0.0314602
304 0.207657 0.0314602
307 0.207657 0.0314602
310 0.207657 0.0314602
313 0.207657 0.0314602
316 0.197059 0.0608176
319 0.197059 0.0608176
322 0.197059 0.0608176
325 0.197059 0.0608176
328 0.197059 0.0608176
331 0.197059 0.0608176
334 0.197059 0.0608176
337 0.196115 0.0631756
340 0.196115 0.0631756
343 0.196115 0.0631756
346 0.196115 0.0631756
349 0.196115 0.0631756
352 0.196115 0.0631756
355 0.196115 0.0631756
358 0.20098 0.0231019
361 0.20098 0.0231019
364 0.20098 0.0231019
367 0.20098 0.0231019
370 0.20098 0.0231019
373 0.20098 0.0231019
376 0.20098 0.0231019
379 0.196479 0.0327364
382 0.196479 0.0327364
385 0.196479 0.0327364
388 0.196479 0.0327364
391 0.196479 0.0327364
394 0.196479 0.0327364
397 0.196479 0.0327364
400 0.21303 0.0372134
403 0.21303 0.0372134
406 0.21303 0.0372134
409 0.21303 0.0372134
412 0.21303 0.0372134
415 0.21303 0.0372134
418 0.21303 0.0372134
421 0.271668 0.142695
424 0.271668 0.142695
427 0.271668 0.142695
430 0.271668 0.142695
433 0.271668 0.142695
436 0.271668 0.142695
439 0.271668 0.142695
442 0.334053 0.229852
445 0.334053 0.229852
448 0.334053 0.229852
451 0.334053 0.229852
454 0.334053 0.229852
457 0.334053 0.229852
460 0.334053 0.229852
463 0.367337 0.277473
466 0.367337 0.277473
469 0.367337 0.277473
472 0.367337 0.277473
475 0.367337 0.277473
478 0.367337 0.277473
481 0.367337 0.277473
484 0.369788 0.278292
487 0.369788 0.278292
