frame_number static_density dynamic_density
1642 0.726222 0.410481
1645 0.717097 0.589567
1648 0.716599 0.608456
1651 0.706012 0.592817
1654 0.705506 0.599364
1657 0.712049 0.590264
1660 0.720732 0.550908
1663 0.726051 0.570772
1666 0.733923 0.565765
1669 0.742339 0.563479
1672 0.753877 0.54291
1675 0.754987 0.554846
1678 0.741362 0.535119
1681 0.730038 0.502305
1684 0.718151 0.425545
1687 0.702399 0.518953
1690 0.703586 0.547379
1693 0.713184 0.293485
1696 0.7135 0.483863
1699 0.71559 0.635836
1702 0.7201 0.616178
1705 0.7233 0.608808
1708 0.718811 0.62691
1711 0.702042 0.614176
1714 0.689997 0.567174
1717 0.678559 0.559845
1720 0.669265 0.592796
1723 0.659209 0.572308
1726 0.655397 0.542618
1729 0.647367 0.544376
1732 0.608176 0.54541
1735 0.547314 0.545961
1738 0.526619 0.519062
1741 0.505676 0.571558
1744 0.4802 0.56794
1747 0.452358 0.549052
1750 0.41211 0.52768
1753 0.394948 0.474431
1756 0.376193 0.506823
1759 0.370853 0.525229
1762 0.368191 0.438712
1765 0.368195 0.509703
1768 0.375375 0.475553
1771 0.37749 0.506738
1774 0.383166 0.300474
1777 0.383518 0.51382
1780 0.377583 0.494214
1783 0.373134 0.42424
1786 0.364002 0.111409
1789 0.353626 0.40295
1792 0.339547 0.413925
1795 0.323017 0.399279
1798 0.317798 0.418001
1801 0.31903 0.370351
1804 0.32151 0.395118
1807 0.322433 0.398469
1810 0.318183 0.422887
1813 0.309501 0.421526
1816 0.304817 0.3909
1819 0.292586 0.397703
1822 0.291318 0.417102
1825 0.282898 0.435378
1828 0.27452 0.435394
1831 0.265805 0.44007
1834 0.259331 0.444121
1837 0.253375 0.427652
1840 0.240669 0.401337
1843 0.228243 0.393497
1846 0.214954 0.396301
1849 0.203456 0.299275
1852 0.182364 0.340767
1855 0.165692 0.298254
1858 0.159878 0.27798
1861 0.156677 0.248801
1864 0.14515 0.229268
1867 0.140207 0.188206
1870 0.152625 0.210911
1873 0.168333 0.224013
1876 0.174832 0.249919
1879 0.198679 0.284949
1882 0.216393 0.287367
1885 0.22892 0.291168
1888 0.23808 0.339993
1891 0.261373 0.345053
1894 0.286334 0.399534
1897 0.290839 0.391289
1900 0.295932 0.409659
1903 0.313836 0.447926
1906 0.348193 0.344782
1909 0.381079 0.525448
1912 0.374974 0.488911
1915 0.373272 0.497901
1918 0.363994 0.404842
1921 0.358115 0.374512
1924 0.352581 0.454919
1927 0.339142 0.407349
1930 0.321789 0.37484
1933 0.306705 0.397217
1936 0.28116 0.32405
1939 0.265457 0.332797
1942 0.2582 0.294028
1945 0.250859 0.30502
1948 0.229904 0.297277
1951 0.199437 0.249413
1954 0.173005 0.23336
1957 0.140779 0.167693
1960 0.115594 0.137748
1963 0.0980593 0.114488
1966 0.0750061 0.0627907
1969 0.0548699 0.0339924
1972 0.0288388 0.0197634
1975 0.0111012 0.0147071
1978 0.00636496 0.0158375
1981 0.00740216 0.0129041
1984 0.0072563 0.0109959
1987 0.00645815 0.0389555
1990 0.00679037 0.0169435
1993 0.00737379 0.0072644
1996 0.00666883 0.013682
1999 0.00706993 0.0181914
2002 0.0161211 0.0172352
2005 0.0521473 0.030346
2008 0.0922778 0.0566283
2011 0.132765 0.0902074
2014 0.17121 0.143279
2017 0.210319 0.150903
2020 0.242574 0.172178
2023 0.252058 0.21147
2026 0.276967 0.287274
2029 0.305538 0.281942
2032 0.316332 0.298181
2035 0.297253 0.342136
2038 0.293112 0.349068
2041 0.283648 0.33054
2044 0.263423 0.242225
2047 0.237043 0.263686
2050 0.22059 0.278393
2053 0.210007 0.251236
2056 0.182331 0.196743
2059 0.147326 0.145527
2062 0.113601 0.211332
2065 0.0919455 0.171052
2068 0.0712706 0.129224
2071 0.0680091 0.111749
2074 0.0554777 0.0818491
2077 0.0394052 0.0291508
2080 0.0230816 0.0213597
2083 0.0129933 0.0184264
2086 0.0120128 0.0207114
2089 0.0116158 0.020205
2092 0.0104651 0.0167085
2095 0.00959404 0.01179
2098 0.0115266 0.00723199
2101 0.0214529 0.0226764
2104 0.0379629 0.0353415
2107 0.0597966 0.0554655
2110 0.0852078 0.0758893
2113 0.117154 0.105368
2116 0.148914 0.128648
2119 0.179106 0.16843
2122 0.213058 0.202593
2125 0.251673 0.223167
2128 0.286318 0.25333
2131 0.316085 0.281067
2134 0.334065 0.291074
2137 0.340718 0.303014
2140 0.339081 0.290912
2143 0.339288 0.301746
2146 0.335192 0.290487
2149 0.326951 0.296576
2152 0.317742 0.286995
2155 0.2896 0.286314
2158 0.29073 0.270173
2161 0.290293 0.257362
2164 0.285674 0.288895
2167 0.278575 0.276068
2170 0.265116 0.151677
2173 0.25126 0.206243
2176 0.22907 0.274143
2179 0.191905 0.26166
2182 0.156547 0.188437
2185 0.128685 0.147751
2188 0.10286 0.124597
2191 0.0817924 0.124042
2194 0.061081 0.0627826
2197 0.0429868 0.0606312
2200 0.0260716 0.0417713
2203 0.0195243 0.0565068
2206 0.014387 0.0345758
2209 0.0104165 0.0236772
2212 0.00595171 0.0183454
2215 0.00164897 0.00882019
2218 0.00173811 0.0145936
2221 0.00133701 0.0131634
2224 0.00173406 0.0132526
2227 0.0014383 0.00721578
2230 0.00215137 0.00788429
2233 0.00196499 0.0144032
2236 0.00180698 0.013127
2239 0.00213516 0.0128029
2242 0.00209464 0.00953731
2245 0.00140993 0.0133822
2248 0.00186776 0.0137144
2251 0.00294141 0.017142
2254 0.00324123 0.0118062
2257 0.00375577 0.0225752
2260 0.00361802 0.0168706
2263 0.00475245 0.0287254
2266 0.00636901 0.0144518
2269 0.0200146 0.0429949
2272 0.0401629 0.0634511
2275 0.0554291 0.0965359
2278 0.0660522 0.114642
2281 0.0728304 0.1346
2284 0.0785836 0.154011
2287 0.0837574 0.151446
2290 0.0879264 0.170355
2293 0.0892189 0.175885
2296 0.0892553 0.194133
2299 0.0908922 0.200101
2302 0.101191 0.198914
2305 0.103618 0.22939
2308 0.106219 0.208909
2311 0.0963617 0.210149
2314 0.0828377 0.154307
2317 0.0730127 0.185807
2320 0.0616482 0.168467
2323 0.0554979 0.165542
2326 0.0491694 0.143769
2329 0.046856 0.131792
2332 0.044182 0.126157
2335 0.0364638 0.10959
2338 0.0280812 0.0854023
2341 0.0256665 0.0718256
2344 0.022247 0.0785309
2347 0.0177417 0.0933757
2350 0.0126246 0.058257
2353 0.0140021 0.0669719
2356 0.0120533 0.0473584
2359 0.0109756 0.0408314
2362 0.00980877 0.0388218
2365 0.0124868 0.0417632
2368 0.0141237 0.0435297
2371 0.013443 0.05833
2374 0.0157807 0.0558909
2377 0.0148043 0.0460781
2380 0.013917 0.0572117
2383 0.0115266 0.0596751
2386 0.0255449 0.0682522
2389 0.0501985 0.0824852
2392 0.05959 0.106235
2395 0.0653432 0.103971
2398 0.0682846 0.139097
2401 0.0680942 0.134434
2404 0.0694838 0.141986
2407 0.0745239 0.142841
2410 0.0769913 0.124633
2413 0.0776153 0.129366
2416 0.0624706 0.10139
2419 0.0586946 0.111952
2422 0.0415242 0.0935216
2425 0.0269103 0.0704724
2428 0.0143384 0.0233004
2431 0.00511709 0.00884855
2434 0.010688 0.0127826
2437 0.0277044 0.0336642
2440 0.0339114 0.0543595
2443 0.039308 0.0726521
2446 0.043242 0.0781744
2449 0.0474475 0.0869297
2452 0.0503241 0.115566
2455 0.0509075 0.101203
2458 0.0493558 0.095203
