frame_number static_density dynamic_density
1 0.0700997 0.113026
4 0.0688721 0.0755409
7 0.0775017 0.0933638
10 0.0860465 0.113961
13 0.0905155 0.120294
16 0.0944047 0.134823
19 0.0970912 0.112495
22 0.0997892 0.165501
25 0.102824 0.0562923
28 0.107649 0.0645166
31 0.110684 0.0811282
34 0.112333 0.0928612
37 0.113641 0.090487
40 0.11493 0.0925331
43 0.116303 0.0856129
46 0.117381 0.0918764
49 0.118208 0.0780368
52 0.120926 0.0794789
55 0.12766 0.0743171
58 0.132603 0.0816384
61 0.135078 0.0876552
64 0.130646 0.0771453
67 0.126692 0.0291183
70 0.121364 0.0289482
73 0.123385 0.0193583
76 0.125885 0.0268212
79 0.129685 0.0405073
82 0.136869 0.0512073
85 0.148805 0.0634714
88 0.160611 0.0788753
91 0.173544 0.0973869
94 0.179511 0.0997771
97 0.185532 0.178932
100 0.185718 0.0951097
103 0.184381 0.0948422
106 0.179102 0.114731
109 0.180439 0.111174
112 0.186646 0.1179
115 0.192586 0.135508
118 0.196758 0.126392
121 0.197354 0.138858
124 0.198335 0.127923
127 0.199575 0.129005
130 0.202759 0.129041
133 0.20583 0.136751
136 0.210554 0.151839
139 0.214772 0.14724
142 0.216385 0.148711
145 0.218276 0.162228
148 0.216631 0.131234
151 0.215347 0.120294
154 0.212762 0.104092
157 0.208865 0.123831
160 0.206317 0.110729
163 0.204331 0.120444
166 0.202224 0.116518
169 0.201155 0.115505
172 0.19932 0.135885
175 0.198367 0.103918
178 0.197488 0.116133
181 0.197982 0.09041
184 0.197561 0.0913864
187 0.196147 0.0853821
190 0.196439 0.0842275
193 0.195782 0.0606596
196 0.196345 0.104704
199 0.196167 0.084276
202 0.196094 0.0434244
205 0.196803 0.0568714
208 0.196467 0.0298841
211 0.196637 0.0690908
214 0.196297 0.0632323
217 0.195705 0.0577303
220 0.197824 0.141187
223 0.197306 0.043007
226 0.197022 0.0569119
229 0.196799 0.0650961
232 0.197156 0.029795
235 0.198242 0.0475407
238 0.197289 0.0468682
241 0.195713 0.0287497
244 0.196957 0.0122802
247 0.195187 0.0609635
250 0.194834 0.0543918
253 0.194194 0.0433149
256 0.194312 0.0586825
259 0.194502 0.0451341
262 0.194328 0.0559274
265 0.194595 0.0684628
268 0.194336 0.0466859
271 0.192991 0.103492
274 0.192768 0.0486833
277 0.196731 0.0259703
280 0.201426 0.0252613
283 0.207245 0.0320638
286 0.213273 0.0315129
289 0.212548 0.0574751
292 0.210299 0.0513978
295 0.207657 0.121437
298 0.203095 0.0644072
301 0.199955 0.063508
304 0.197922 0.071388
307 0.197261 0.0730207
310 0.197509 0.0540475
313 0.196512 0.0555587
316 0.197059 0.0388785
319 0.195146 0.045519
322 0.195543 0.100782
325 0.195973 0.0832024
328 0.196187 0.0809172
331 0.196216 0.0891905
334 0.196321 0.0376671
337 0.196115 0.0281298
340 0.196803 0.0157078
343 0.199258 0.0262945
346 0.201564 0.0611537
349 0.202492 0.040799
352 0.201272 0.0337088
355 0.200932 0.0374848
358 0.200981 0.0459282
361 0.200911 0.0581841
364 0.20064 0.0345393
367 0.199935 0.0284458
370 0.198197 0.0385787
373 0.197671 0.0763308
376 0.197107 0.0628596
379 0.196479 0.0748561
382 0.197492 0.0388705
385 0.201037 0.0515801
388 0.203428 0.0579208
391 0.2072 0.0608338
394 0.208942 0.0613362
397 0.212268 0.113824
400 0.21303 0.0743254
403 0.214934 0.0631513
406 0.221554 0.0617981
409 0.231554 0.0684387
412 0.241832 0.0836118
415 0.254024 0.104696
418 0.264902 0.122936
421 0.271668 0.15346
424 0.284021 0.16698
427 0.296775 0.187043
