frame_number static_density dynamic_density
1 0.241463 0.11402
4 0.251634 0.101643
7 0.271014 0.107533
10 0.284428 0.0433134
13 0.285764 0.0640202
16 0.287846 0.0713705
19 0.290733 0.0724407
22 0.293513 0.0703252
25 0.296607 0.0701344
28 0.303045 0.0836735
31 0.305002 0.0919695
34 0.300448 0.0995188
37 0.296217 0.105592
40 0.289871 0.104123
43 0.2871 0.0986146
46 0.28408 0.0953459
49 0.282072 0.0876058
52 0.278746 0.0831508
55 0.279675 0.0155052
58 0.284171 0.0222997
61 0.288419 0.0342376
64 0.289024 0.0326697
67 0.286403 0.0277501
70 0.27955 0.0227393
73 0.277866 0.020823
76 0.278497 0.0277252
79 0.279202 0.0500996
82 0.285698 0.0487722
85 0.299627 0.0651402
88 0.319106 0.0682844
91 0.334843 0.0835407
94 0.347071 0.100929
97 0.349693 0.100241
100 0.34786 0.0888834
103 0.346765 0.0887921
106 0.344384 0.107392
109 0.344384 0.112369
112 0.34445 0.11071
115 0.348324 0.120964
118 0.353244 0.141795
121 0.350722 0.156197
124 0.347967 0.142227
127 0.347959 0.13788
130 0.346416 0.156687
133 0.347586 0.148971
136 0.348946 0.170176
139 0.351958 0.167355
142 0.354206 0.177277
145 0.353119 0.182172
148 0.350498 0.157815
151 0.347835 0.151983
154 0.345014 0.15482
157 0.342575 0.157292
160 0.341239 0.147959
163 0.339331 0.151825
166 0.337349 0.149859
169 0.335806 0.134014
172 0.333806 0.159408
175 0.331533 0.113
178 0.330256 0.148805
181 0.329584 0.133873
184 0.331044 0.108089
187 0.330687 0.0911814
190 0.330869 0.0950805
193 0.330156 0.0513854
196 0.329252 0.0531027
199 0.329418 0.0501493
202 0.330065 0.0264394
205 0.331201 0.0426083
208 0.331674 0.0186992
211 0.332172 0.0615149
214 0.331956 0.0430148
217 0.331973 0.0284221
220 0.332562 0.139298
223 0.332786 0.0363448
226 0.33301 0.0485067
229 0.33286 0.0475361
232 0.332695 0.0347519
235 0.332769 0.0337067
238 0.333259 0.0204413
241 0.331964 0.034893
244 0.332653 0.0123776
247 0.328464 0.0182678
250 0.329658 0.0211631
253 0.33072 0.0176041
256 0.33077 0.0134063
259 0.330612 0.012361
262 0.331193 0.031699
265 0.330878 0.0458354
268 0.330455 0.0234362
271 0.329451 0.127451
274 0.328679 0.0328024
277 0.328696 0.0284055
280 0.333358 0.0253941
283 0.34109 0.0355401
286 0.348822 0.0340053
289 0.355293 0.0421769
292 0.358669 0.0194043
295 0.349817 0.0202257
298 0.343156 0.0520989
301 0.336801 0.0352082
304 0.333433 0.0372242
307 0.334047 0.0290858
310 0.33661 0.0473951
313 0.33856 0.0458354
316 0.34065 0.0442509
319 0.338966 0.0489298
322 0.336353 0.0926332
325 0.334536 0.0607433
328 0.334038 0.0888087
331 0.333408 0.0695454
334 0.333093 0.0475527
337 0.333259 0.0298075
340 0.333416 0.0102539
343 0.336486 0.0253194
346 0.338933 0.0209972
349 0.34153 0.021329
352 0.341098 0.0280239
355 0.339622 0.0235855
358 0.338825 0.0224407
361 0.338767 0.021329
364 0.337987 0.020375
367 0.337755 0.019703
370 0.336419 0.0337398
373 0.336577 0.0203418
376 0.336552 0.0175377
379 0.336162 0.0202339
382 0.336096 0.0225651
385 0.338618 0.0204496
388 0.345304 0.0322051
391 0.353468 0.0528455
394 0.358727 0.0557408
397 0.359225 0.0715115
400 0.358105 0.0509374
403 0.356106 0.0559565
406 0.356089 0.0590592
409 0.365812 0.070657
412 0.378795 0.0961755
415 0.39323 0.11378
418 0.406496 0.133881
421 0.413423 0.157657
424 0.426249 0.174863
427 0.439049 0.178439
430 0.449652 0.196474
433 0.464178 0.201734
436 0.475825 0.209233
439 0.481964 0.222374
442 0.489638 0.258561
445 0.493313 0.29148
448 0.496375 0.289223
451 0.499021 0.29489
454 0.505475 0.303086
457 0.507773 0.301609
460 0.50789 0.310718
463 0.509657 0.313979
466 0.510154 0.301319
469 0.510635 0.301726
472 0.511324 0.335275
475 0.511083 0.322391
478 0.511789 0.31222
481 0.512444 0.300116
484 0.513539 0.283184
487 0.513647 0.259648
490 0.513423 0.284926
493 0.513373 0.323345
496 0.510511 0.224581
499 0.510561 0.187465
502 0.517488 0.0169653
505 0.523444 0.0569355
508 0.529932 0.0540982
511 0.537498 0.0462419
514 0.545429 0.0688402
517 0.551809 0.0694375
520 0.565812 0.0873735
523 0.574125 0.073627
526 0.581973 0.0788867
529 0.587291 0.0844284
532 0.591596 0.0859051
535 0.591654 0.0866351
538 0.588634 0.095487
541 0.584304 0.0934959
544 0.58145 0.111847
547 0.580927 0.137963
550 0.577186 0.117115
553 0.575693 0.115298
556 0.57405 0.100854
559 0.570508 0.121487
562 0.569147 0.13442
565 0.566816 0.253036
568 0.565173 0.314128
571 0.564676 0.112452
574 0.568558 0.0303883
577 0.574423 0.0420192
580 0.580762 0.0470549
583 0.58768 0.0561307
586 0.594998 0.0693878
589 0.601734 0.0656711
592 0.608528 0.0816658
595 0.624349 0.120997
598 0.634827 0.0983906
601 0.643927 0.0898291
604 0.650465 0.0979177
607 0.658935 0.0921769
610 0.666924 0.113249
613 0.672855 0.119886
616 0.676423 0.124548
619 0.678995 0.131533
622 0.684744 0.16446
625 0.68622 0.146814
628 0.687299 0.145852
631 0.691662 0.145653
634 0.695147 0.150041
637 0.696715 0.14732
640 0.696964 0.133201
643 0.696632 0.101128
